bucket,doc_id,borrower,section_number,heading,section_struct_rows,section_inline_rows,section_total_rows,sample_idx,clause_id,label,depth,level_type,parent_id,is_structural,parse_confidence,span_start,span_end,header_text,parent_clause_id,parent_is_structural,parent_parse_confidence,flag_structural_child_nonstruct_parent,flag_inline_high_letter_branch,clause_text_snippet,review_status,review_issue_type,review_action,review_notes
depth2_wave1,5ca208323895a8ad,,9.27,CHC Credit Agreement Agent,389,122,511,1,f_dup2.i,( i ),2,roman,f_dup2,True,0.9525,810134,810434,"any Disposition of patents, trademarks or other intellectual property that are,",f_dup2,False,0.0,1,0,"( i ) any Disposition of patents, trademarks or other intellectual property that are, in the reasonable judgment of the Borrower Representative, no longer economically practicable to maintain or useful in the conduct of the business of the Parent Guarantor and its Subsidiaries ta",,,,
depth2_wave1,5ca208323895a8ad,,9.27,CHC Credit Agreement Agent,389,122,511,2,c_dup8.ii.1,( 1 ),4,numeric,c_dup8.ii,True,0.95,819319,819335,money and ( 2 ) ( a ) securities issued or fully guaranteed or insured by the U,c_dup8.ii,False,0.65,1,0,( 1 ) money and,,,,
depth2_wave1,5ca208323895a8ad,,9.27,CHC Credit Agreement Agent,389,122,511,3,d_dup9.A,( A),3,caps,d_dup9,True,0.95,822505,822788,"so long as the Parent Guarantor is a Subsidiary of any Parent Entity, shares or",d_dup9,False,0.0,1,0,"( A) so long as the Parent Guarantor is a Subsidiary of any Parent Entity, shares or units of Voting Stock having more than 50.0% of the total voting power of all outstanding shares of such Parent Entity (other than a Parent Entity that is a Subsidiary of another Parent Entity) a",,,,
depth2_wave1,5ca208323895a8ad,,9.27,CHC Credit Agreement Agent,389,122,511,4,b_dup19.i,(i),2,roman,b_dup19,True,0.9525,829107,829225,"to
purchase any such primary obligation or any property constituting direct or",b_dup19,False,0.0,1,0,(i) to purchase any such primary obligation or any property constituting direct or indirect security thereof;,,,,
depth2_wave1,5ca208323895a8ad,,9.27,CHC Credit Agreement Agent,389,122,511,5,b_dup19.ii,(ii),2,roman,b_dup19,True,0.9525,829225,829382,"to
maintain working capital or equity capital of the primary obligor or otherwi",b_dup19,False,0.0,1,0,(ii) to maintain working capital or equity capital of the primary obligor or otherwise to maintain the net worth or solvency of the primary obligor;,,,,
depth2_wave1,5ea5b57b084b51d4,Keep Truckin,2.23,Incremental Term Loans,283,66,349,1,d_dup4.i,(i),2,roman,d_dup4,True,0.9525,899710,899927,currently subject to any U.S.,d_dup4,False,0.0,1,0,"(i) currently subject to any U.S. sanctions administered or enforced by the Office of Foreign Assets Control of the U.S. Treasury Department (“ OFAC ”) or the U.S. Department of State (collectively, “ Sanctions ”) or",,,,
depth2_wave1,5ea5b57b084b51d4,Keep Truckin,2.23,Incremental Term Loans,283,66,349,2,c_dup13.ii,(ii),2,roman,c_dup13,True,0.9525,904485,905478,a certificate of the Secretary or Assistant Secretary of each Loan Party dated,c_dup13,False,0.0,1,0,(ii) a certificate of the Secretary or Assistant Secretary of each Loan Party dated the Closing Date and certifying (A) that attached thereto is a true and complete copy of the by-laws of such Loan Party as in effect on the Closing Date and at all times since a date prior to the ,,,,
depth2_wave1,5ea5b57b084b51d4,Keep Truckin,2.23,Incremental Term Loans,283,66,349,3,c_dup13.iii,(iii),2,roman,c_dup13,True,0.9525,905670,905842,a certificate of another officer as to the incumbency and specimen signature of,c_dup13,False,0.0,1,0,(iii) a certificate of another officer as to the incumbency and specimen signature of the Secretary or Assistant Secretary executing the certificate pursuant to sub-clause,,,,
depth2_wave1,5ea5b57b084b51d4,Keep Truckin,2.23,Incremental Term Loans,283,66,349,4,c_dup13.iv,(iv),2,roman,c_dup13,True,0.9525,905858,905953,such other documents as the Lenders or the Administrative Agent may reasonably,c_dup13,False,0.0,1,0,(iv) such other documents as the Lenders or the Administrative Agent may reasonably request.,,,,
depth2_wave1,5ea5b57b084b51d4,Keep Truckin,2.23,Incremental Term Loans,283,66,349,5,a_dup22.i,(i),2,roman,a_dup22,True,0.9525,919054,919124,"by March 31, 2022 for the fiscal year ended December 31, 2020 and (ii) within 1",a_dup22,False,0.0,1,0,"(i) by March 31, 2022 for the fiscal year ended December 31, 2020 and",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,1.01,Defined Terms,273,59,332,1,e_dup2.ii,(ii),2,roman,e_dup2,True,0.9525,24112,24275,the applicable interest rate margin as of such date for SOFR Borrowings (or oth,e_dup2,False,0.0,1,0,(ii) the applicable interest rate margin as of such date for SOFR Borrowings (or other loans that accrue interest by reference to a similar reference rate); and,,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,1.01,Defined Terms,273,59,332,2,e_dup2.iii,(iii),2,roman,e_dup2,True,0.9525,24275,24897,the amount of original issue discount and upfront fees thereon (converted to yi,e_dup2,False,0.0,1,0,"(iii) the amount of original issue discount and upfront fees thereon (converted to yield assuming a four-year average life and without any present value discount); but shall in any case not include arrangement fees, structuring fees, ticking fees, commitment fees, unused line fee",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,1.01,Defined Terms,273,59,332,3,b_dup11.1,(1),4,numeric,b_dup11,True,0.9525,30518,30668,"Business Day after such certificate is delivered, after which the Level shall b",b_dup11,False,0.0,1,0,"(1) Business Day after such certificate is delivered, after which the Level shall be determined in accordance with the table above as applicable; and",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,1.01,Defined Terms,273,59,332,4,b_dup14.1,(1),4,numeric,b_dup14,True,0.9525,33473,33679,"a disposition by the Borrower or a Restricted
 Subsidiary to the Borrower or a",b_dup14,False,0.0,1,0,"(1) a disposition by the Borrower or a Restricted Subsidiary to the Borrower or a Restricted Subsidiary, including pursuant to any Intercompany License Agreement; 6",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,1.01,Defined Terms,273,59,332,5,b_dup14.2,(2),4,numeric,b_dup14,True,0.9525,33679,33890,"a disposition of cash, Cash Equivalents or
 Investment Grade Securities, includ",b_dup14,False,0.0,1,0,"(2) a disposition of cash, Cash Equivalents or Investment Grade Securities, including any marketable securities portfolio owned by the Borrower and its Subsidiaries on the Closing Date;",,,,
depth2_wave1,3161945e55309b7f,Global Ship Lease,8.5,The amount of any Indebtedness outstanding,198,126,324,1,ii_dup2.1,(1),4,numeric,ii_dup2,True,0.7525,425673,425902,such dollar-equivalent was determined based on a Currency Exchange Protection,ii_dup2,False,0.0,1,0,"(1) such dollar-equivalent was determined based on a Currency Exchange Protection Agreement, in which case the Permitted Refinancing Indebtedness will be determined in accordance with the preceding sentence; and",,,,
depth2_wave1,3161945e55309b7f,Global Ship Lease,8.5,The amount of any Indebtedness outstanding,198,126,324,2,ii_dup2.2,(2),4,numeric,ii_dup2,True,0.7525,425902,427341,the principal amount of the refinancing Indebtedness exceeds the principal am,ii_dup2,False,0.0,1,0,"(2) the principal amount of the refinancing Indebtedness exceeds the principal amount of the Indebtedness being refinanced, in which case the dollar-equivalent of such excess will be determined on the date such refinancing Indebtedness is being incurred. The principal amount of a",,,,
depth2_wave1,3161945e55309b7f,Global Ship Lease,8.5,The amount of any Indebtedness outstanding,198,126,324,3,ii_dup2.9,9.,4,numeric,ii_dup2,True,0.7525,427341,427504,"Restricted Payments 
 
 
 
 
 
 
 9.1 
 The Parent will not, and will not permit",ii_dup2,False,0.0,1,0,"9. Restricted Payments 9.1 The Parent will not, and will not permit any of its Restricted Subsidiaries to, directly or indirectly:",,,,
depth2_wave1,3161945e55309b7f,Global Ship Lease,8.5,The amount of any Indebtedness outstanding,198,126,324,4,i_dup3.A,(A),3,caps,i_dup3,True,0.95,427945,428017,dividends or distributions payable in Qualified Equity Interests or (B) dividen,i_dup3,False,0.0,1,0,(A) dividends or distributions payable in Qualified Equity Interests or,,,,
depth2_wave1,3161945e55309b7f,Global Ship Lease,8.5,The amount of any Indebtedness outstanding,198,126,324,5,iv_dup2.1,(1),4,numeric,iv_dup2,True,0.9525,429021,429170,no Default or Event of Default shall have occurred and be continuing or would,iv_dup2,False,0.0,1,0,(1) no Default or Event of Default shall have occurred and be continuing or would occur as a consequence of such Restricted Payment;,,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.01,Defined Terms,234,71,305,1,e_dup3.D.1,(1),4,numeric,e_dup3.D,True,0.7525,18126,18510,Indebtedness of any other Person existing at the time such other Person is merg,e_dup3.D,False,0.2975,1,0,"(1) Indebtedness of any other Person existing at the time such other Person is merged, consolidated or amalgamated with or into or became a Subsidiary of such specified Person, including Indebtedness incurred in connection with, or in contemplation of, such other Person merging, ",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.01,Defined Terms,234,71,305,2,a_dup7.ii,(ii),2,roman,a_dup7,True,0.95,29987,30022,"2.75% for Base Rate Loans and (b) thereafter, the following percentages per ann",a_dup7,False,0.0,1,0,(ii) 2.75% for Base Rate Loans and,,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.01,Defined Terms,234,71,305,3,b_dup9.2,(2),4,numeric,b_dup9,True,0.9525,30486,30567,"with respect to Closing Date Term B-2 Loans and Delayed Draw Term B-2 Loans, (a",b_dup9,False,0.0,1,0,"(2) with respect to Closing Date Term B-2 Loans and Delayed Draw Term B-2 Loans,",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.01,Defined Terms,234,71,305,4,x.y_dup3.ii.2,(2),4,numeric,x.y_dup3.ii,True,0.95,34015,34212,"with respect to Letters of Credit, (a) the relevant Issuing Banks and (b) the r",x.y_dup3.ii,False,0.2975,1,1,"(2) with respect to Letters of Credit, (a) the relevant Issuing Banks and (b) the relevant Revolving Lenders and (3) with respect to the Swing Line Facility, (x) the relevant Swing Line Lender and",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.01,Defined Terms,234,71,305,5,c_dup6.1,(1),4,numeric,c_dup6,True,0.9525,34751,35059,"the sale, conveyance, transfer or other disposition (including any of the foreg",c_dup6,False,0.0,1,0,"(1) the sale, conveyance, transfer or other disposition (including any of the foregoing pursuant to an LLC Division), whether in a single transaction or a series of related transactions, of property or assets of the Borrower or any Subsidiary (each referred to in this definition ",,,,
depth2_wave1,ed5804c7a5faa9ce,,15.24,Email,261,28,289,1,b.I_dup2.J,J.,3,caps,b.I_dup2,True,0.9525,165650,165695,"New Organizational Documents 
 34 
 
 
 K.",b.I_dup2,False,0.0,1,0,J. New Organizational Documents 34,,,,
depth2_wave1,ed5804c7a5faa9ce,,15.24,Email,261,28,289,2,b.I_dup2.K,K.,3,caps,b.I_dup2,True,0.9525,165695,165761,"Directors and Officers of the Reorganized Debtors 
 34 
 
 
 L.",b.I_dup2,False,0.0,1,0,K. Directors and Officers of the Reorganized Debtors 34,,,,
depth2_wave1,ed5804c7a5faa9ce,,15.24,Email,261,28,289,3,b.I_dup2.L,L.,3,caps,b.I_dup2,True,0.9525,165761,165803,"Management Incentive Plan 
 34 
 
 
 M.",b.I_dup2,False,0.0,1,0,L. Management Incentive Plan 34,,,,
depth2_wave1,ed5804c7a5faa9ce,,15.24,Email,261,28,289,4,b.I_dup2.M,M.,3,caps,b.I_dup2,True,0.9525,165803,165864,Effectuating Documents,b.I_dup2,False,0.0,1,1,M. Effectuating Documents; Further Transactions 35,,,,
depth2_wave1,ed5804c7a5faa9ce,,15.24,Email,261,28,289,5,b.I_dup2.N,N.,3,caps,b.I_dup2,True,0.9525,165864,165911,"Certain Securities Law Matters 
 35 
 
 
 O.",b.I_dup2,False,0.0,1,1,N. Certain Securities Law Matters 35,,,,
depth2_wave1,6c0742741ee65a72,Camelot Uk Holdco,1.1,Defined,191,89,280,1,c_dup5.i,(i),2,roman,c_dup5,True,0.95,25027,25093,"Euros, Yen, Swiss Francs, Australian Dollars and Sterling and (ii) subject to S",c_dup5,False,0.0,1,0,"(i) Euros, Yen, Swiss Francs, Australian Dollars and Sterling and",,,,
depth2_wave1,6c0742741ee65a72,Camelot Uk Holdco,1.1,Defined,191,89,280,2,b_dup14.ii.1,(1),4,numeric,b_dup14.ii,True,0.9525,36116,36426,"the
sale, conveyance, transfer or other disposition (whether in a single transa",b_dup14.ii,False,0.2975,1,0,"(1) the sale, conveyance, transfer or other disposition (whether in a single transaction or a series of related transactions) of property or assets (including by way of a Sale Leaseback Transaction) of UK Holdco or any Restricted Subsidiary (each referred to in this definition as",,,,
depth2_wave1,6c0742741ee65a72,Camelot Uk Holdco,1.1,Defined,191,89,280,3,b_dup14.ii.2,(2),4,numeric,b_dup14.ii,True,0.9525,36426,36512,"the
issuance or sale of Equity Interests of any Restricted Subsidiary (other th",b_dup14.ii,False,0.2975,1,0,(2) the issuance or sale of Equity Interests of any Restricted Subsidiary (other than,,,,
depth2_wave1,6c0742741ee65a72,Camelot Uk Holdco,1.1,Defined,191,89,280,4,b_dup23.i,(i),2,roman,b_dup23,True,0.9525,49799,50146,"where
the UK Borrower is a Borrower as at the relevant assignment date or the d",b_dup23,False,0.0,1,0,(i) where the UK Borrower is a Borrower as at the relevant assignment date or the date on which the Incremental Revolving Loans described in the relevant Incremental Amendment take effect or the date on which the relevant Refinancing Amendment take effect (as applicable) is filed,,,,
depth2_wave1,6c0742741ee65a72,Camelot Uk Holdco,1.1,Defined,191,89,280,5,b_dup23.ii,(ii),2,roman,b_dup23,True,0.9525,50146,51344,"where
the UK Borrower is not a Borrower as at the relevant assignment date or t",b_dup23,False,0.0,1,0,(ii) where the UK Borrower is not a Borrower as at the relevant assignment date or the date on which the Incremental Revolving Loans described in the relevant Incremental Amendment take effect or the date on which the relevant Refinancing Amendment take effect (as applicable) is ,,,,
depth2_wave1,38ca73595ac1b928,Parent,7.20,Right of Setoff,254,18,272,1,c.iii_dup2.1,1.,4,numeric,c.iii_dup2,True,0.9525,1084710,1084752,"Interpretation 
 
 
 4 
 
 
 
 
 2.",c.iii_dup2,False,0.0,1,0,1. Interpretation 4,,,,
depth2_wave1,38ca73595ac1b928,Parent,7.20,Right of Setoff,254,18,272,2,c.iii_dup2.2,2.,4,numeric,c.iii_dup2,True,0.9525,1084752,1084795,"Covenant To Pay 
 
 
 7 
 
 
 
 
 3.",c.iii_dup2,False,0.0,1,0,2. Covenant To Pay 7,,,,
depth2_wave1,38ca73595ac1b928,Parent,7.20,Right of Setoff,254,18,272,3,c.iii_dup2.3,3.,4,numeric,c.iii_dup2,True,0.9525,1084795,1084843,"Creation Of Security 
 
 
 7 
 
 
 
 
 4.",c.iii_dup2,False,0.0,1,0,3. Creation Of Security 7,,,,
depth2_wave1,38ca73595ac1b928,Parent,7.20,Right of Setoff,254,18,272,4,c.iii_dup2.4,4.,4,numeric,c.iii_dup2,True,0.9525,1084843,1084894,"Representations—General 
 
 
 7 
 
 
 
 
 5.",c.iii_dup2,False,0.0,1,0,4. Representations—General 7,,,,
depth2_wave1,38ca73595ac1b928,Parent,7.20,Right of Setoff,254,18,272,5,c.iii_dup2.5,5.,4,numeric,c.iii_dup2,True,0.9525,1084894,1084946,"Restrictions On Dealings 
 
 
 8 
 
 
 
 
 6.",c.iii_dup2,False,0.0,1,0,5. Restrictions On Dealings 8,,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.27,Acknowledgement Regarding Any Supported QFCs,181,82,263,1,a_dup2.i,(i),2,roman,a_dup2,True,0.9525,791457,791483,"$75,000,000",a_dup2,False,0.0,1,0,"(i) $75,000,000; plus",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.27,Acknowledgement Regarding Any Supported QFCs,181,82,263,2,a_dup2.ii,(ii),2,roman,a_dup2,True,0.9525,791483,791634,"if positive, the CNI Growth Amount",a_dup2,False,0.0,1,0,"(ii) if positive, the CNI Growth Amount; provided that the CNI Growth Amount shall not be available for any Restricted Payment pursuant to Section 6.04",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.27,Acknowledgement Regarding Any Supported QFCs,181,82,263,3,a.y_dup2.iv,(iv),2,roman,a.y_dup2,True,0.9525,792990,793942,the aggregate principal amount of any Indebtedness or Disqualified Capital Stoc,a.y_dup2,False,0.0,1,1,"(iv) the aggregate principal amount of any Indebtedness or Disqualified Capital Stock, in each case, of the Parent Borrower or any Restricted Subsidiary issued after the Existing Credit Agreement Closing Date (other than Indebtedness or such Disqualified Capital Stock issued to t",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.27,Acknowledgement Regarding Any Supported QFCs,181,82,263,4,a.y_dup2.v,(v),2,roman,a.y_dup2,True,0.9525,793942,823098,"the net proceeds received by the Parent Borrower or any Restricted
Subsidiary d",a.y_dup2,False,0.0,1,1,(v) the net proceeds received by the Parent Borrower or any Restricted Subsidiary during the period from and including the day immediately following the Existing Credit Agreement Closing Date through and including such time in connection with the Disposition to any Person (other ,,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.27,Acknowledgement Regarding Any Supported QFCs,181,82,263,5,r_dup2.vii,(vii),2,roman,r_dup2,True,0.7525,795164,795310,an amount equal to the sum of (A) the amount of any Investments by the Parent B,r_dup2,False,0.0,1,1,(vii) an amount equal to the sum of (A) the amount of any Investments by the Parent Borrower or any Restricted Subsidiary pursuant to Section 6.06,,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,1.01,Defined Terms,203,59,262,1,e_dup3.D.1,(1),4,numeric,e_dup3.D,True,0.9525,12270,12674,Indebtedness of any other Person existing at the time such other Person is merg,e_dup3.D,False,0.2996,1,0,"(1) Indebtedness of any other Person existing at the time such other Person is merged, consolidated or amalgamated with or into or became a Restricted Subsidiary of such specified Person, including Indebtedness incurred in connection with, or in contemplation of, such other Perso",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,1.01,Defined Terms,203,59,262,2,c_dup4.1,(1),4,numeric,c_dup4,True,0.9525,23125,23392,"the sale, conveyance, transfer or other disposition, whether in a single transa",c_dup4,False,0.0,1,0,"(1) the sale, conveyance, transfer or other disposition, whether in a single transaction or a series of related transactions of property or assets of Holdings, the Borrower or any Restricted Subsidiary (each referred to in this definition as a “ disposition ”); or",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,1.01,Defined Terms,203,59,262,3,c_dup4.2,(2),4,numeric,c_dup4,True,0.9525,23392,23902,the issuance or sale of Equity Interests (other than Preferred Stock or Disqual,c_dup4,False,0.0,1,0,(2) the issuance or sale of Equity Interests (other than Preferred Stock or Disqualified Stock of Restricted Subsidiaries issued in compliance with Section 7.02 and directors’ qualifying shares or shares or interests required to be held by foreign nationals or other third parties,,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,1.01,Defined Terms,203,59,262,4,a_dup7.i,(i),2,roman,a_dup7,True,0.9525,23928,23983,"Cash Equivalents or Investment Grade Securities, 
 (ii) obsolete, damaged or wo",a_dup7,False,0.0,1,0,"(i) Cash Equivalents or Investment Grade Securities,",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,1.01,Defined Terms,203,59,262,5,a_dup7.ii,(ii),2,roman,a_dup7,True,0.9525,23983,24274,"obsolete, damaged or worn out property or assets, any disposition of inventory",a_dup7,False,0.0,1,0,"(ii) obsolete, damaged or worn out property or assets, any disposition of inventory or goods (or other assets) held for sale and property or assets no longer used or useful in the ordinary course or the principal business of Holdings and its Restricted Subsidiaries, 5",,,,
depth2_wave1,d85fe963b048bb11,Amneal Pharmaceuticals,1.01,Definitions Definitions,201,51,252,1,i.1,(1),4,numeric,i,True,0.9525,15108,15167,"1.0%
of the principal amount of such Note",i,False,0.17,1,0,(1) 1.0% of the principal amount of such Note; and,,,,
depth2_wave1,d85fe963b048bb11,Amneal Pharmaceuticals,1.01,Definitions Definitions,201,51,252,2,i.2,(2),4,numeric,i,True,0.9525,15167,15194,"the
excess, if any, of (a) the present value at such Redemption Date of (i) the",i,False,0.17,1,0,"(2) the excess, if any, of",,,,
depth2_wave1,d85fe963b048bb11,Amneal Pharmaceuticals,1.01,Definitions Definitions,201,51,252,3,a_dup2.iii,(iii),2,roman,a_dup2,True,0.95,17608,17758,assets no longer economically practicable or commercially reasonable to maintai,a_dup2,False,0.0,1,0,"(iii) assets no longer economically practicable or commercially reasonable to maintain (as determined in good faith by the management of the Issuer),",,,,
depth2_wave1,d85fe963b048bb11,Amneal Pharmaceuticals,1.01,Definitions Definitions,201,51,252,4,g_dup2.i,(i),2,roman,g_dup2,True,0.9525,19763,19933,"the lease, assignment or sublease, license or sublicense of any real or persona",g_dup2,False,0.0,1,0,"(i) the lease, assignment or sublease, license or sublicense of any real or personal property in the ordinary course of business or consistent with industry practice and",,,,
depth2_wave1,d85fe963b048bb11,Amneal Pharmaceuticals,1.01,Definitions Definitions,201,51,252,5,x_dup5.y.ii_dup2.1,(1),4,numeric,x_dup5.y.ii_dup2,True,0.9525,31147,31251,"in
the case of a corporation, corporate stock or shares in the capital of such",x_dup5.y.ii_dup2,False,0.0,1,1,"(1) in the case of a corporation, corporate stock or shares in the capital of such corporation;",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,1.01,Defined Terms,196,46,242,1,e_dup3.D.1,(1),4,numeric,e_dup3.D,True,0.9525,14525,14921,Indebtedness of any other Person existing at the time such other Person is merg,e_dup3.D,False,0.2975,1,0,"(1) Indebtedness of any other Person existing at the time such other Person is merged, consolidated or amalgamated with or into or became a Subsidiary of such specified Person, including Indebtedness incurred in connection with, or in contemplation of, such other Person merging, ",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,1.01,Defined Terms,196,46,242,2,c_dup3.1,(1),4,numeric,c_dup3,True,0.9525,26234,26483,"the sale, conveyance, transfer or other disposition, whether in a single transa",c_dup3,False,0.0,1,0,"(1) the sale, conveyance, transfer or other disposition, whether in a single transaction or a series of related transactions, of property or assets of the Borrower or any Subsidiary (each referred to in this definition as a “ disposition ”); or",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,1.01,Defined Terms,196,46,242,3,c_dup3.2,(2),4,numeric,c_dup3,True,0.9525,26483,26947,the issuance or sale of Equity Interests (other than Disqualified Stock of Subs,c_dup3,False,0.0,1,0,(2) the issuance or sale of Equity Interests (other than Disqualified Stock of Subsidiaries issued in compliance with Section 7.02 and directors’ qualifying shares or shares or interests required to be held by foreign nationals or other third parties to the extent required by app,,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,1.01,Defined Terms,196,46,242,4,a_dup7.i,(i),2,roman,a_dup7,True,0.9525,26975,27032,"Cash Equivalents or Investment Grade Securities, 
 
 (ii) obsolete, damaged or",a_dup7,False,0.0,1,0,"(i) Cash Equivalents or Investment Grade Securities,",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,1.01,Defined Terms,196,46,242,5,a_dup7.ii,(ii),2,roman,a_dup7,True,0.9525,27032,27296,"obsolete, damaged or worn out property or assets, any disposition of inventory",a_dup7,False,0.0,1,0,"(ii) obsolete, damaged or worn out property or assets, any disposition of inventory or goods (or other assets) held for sale and property or assets no longer used or useful in the ordinary course or the principal business of the Borrower and its Subsidiaries,",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,1.01,Defined Terms,203,30,233,1,e_dup3.D.1,(1),4,numeric,e_dup3.D,True,0.9525,16160,16564,Indebtedness of any other Person existing at the time such other Person is merg,e_dup3.D,False,0.2975,1,0,"(1) Indebtedness of any other Person existing at the time such other Person is merged, consolidated or amalgamated with or into or became a Restricted Subsidiary of such specified Person, including Indebtedness incurred in connection with, or in contemplation of, such other Perso",,,,
